Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
The Secret,2007,"18, 10749","Husband, wife, and daughter have moved from Boston to Williamstown. At 16, Samantha treats her mother shabbily, but when the two of them are in a horrific car crash, the mother wills Sam to live, somehow losing her own life while her spirit enters Sam.",fr,https://image.tmdb.org/t/p/w500/gDbUMwVkAGrokuvclmaiLVEFtSd.jpg,5.948,Vincent Perez,EuropaCorp,
Have Mercy on Us All,2007,"53, 80, 18","In Paris, many citizens go to the precinct after the doors of their apartments have been sprayed with a 4 and the letters ""clt"". When a dweller is found mysteriously dead in his apartment, Detective Jean-Baptiste Adamsberg and his partner Danglard investigate...",fr,https://image.tmdb.org/t/p/w500/juriLa1l5xh9TOpaTaikXCYOTpO.jpg,5.9,Régis Wargnier,"Gaumont, LGM Productions, KL Productions",
Nightwatching,2007,"18, 36","An extravagant, exotic and moving look at Rembrandt's romantic and professional life, and the controversy he created by the identification of a murderer in the painting The Night Watch.",en,https://image.tmdb.org/t/p/w500/vcwa1RqvoYLQIKOA4EjjPNhrkJx.jpg,6.4,Peter Greenaway,"Aria Films, MEDIA Programme of the European Union, Kasander Film Company, UK Film Council, Wales Creative IP Fund, Odeon Films, Netherland Filmfund, ContentFilm International, No Equal Entertainment, Rotterdams Fonds voor de Film en Audiovisuele Media, Gremi Film Production, Yeti Films",
Full of It,2007,"35, 10751, 18","A teenager tells outrageous lies at his new high school, only to have them suddenly come true.",en,https://image.tmdb.org/t/p/w500/ewEsECfe6UK5hjrgXGLmplqbDXd.jpg,5.3,Christian Charles,"New Line Cinema, Relativity Media",
Weenie Roast Massacre,2007,"27, 35","A former high school football star starts to notice strange things at the annual weenie roast. As the line between reality and illusion blurs, the only thing you can count on is the body count",en,https://image.tmdb.org/t/p/w500/ZMW94U8McWAs5Qezc3FBcbfJ8O.jpg,2.8,John F. Kerr,,
"Have Dreams, Will Travel",2007,"18, 10749","West Texas, in the 1960's. A tale of two 12-year-olds who embark on an adventure to find new parents in order to escape their unhappy and emotionally unsatisfying family life.",en,https://image.tmdb.org/t/p/w500/jMHkxZS8HEPbwyskI2KZRLKD4mb.jpg,7.5,Brad Isaacs,Thunder Bay Pictures,
Living Luminaries: On the Serious Business of Happiness,N/A,,An actor hits the wall with ego and vices in the modern times and decides to pursue the answers to happiness. A docudrama with extraordinary interviews and insights to wisdom.,en,https://image.tmdb.org/t/p/w500/lBQgQ1U6fwT1DW04qgzas9F35Hj.jpg,7,N/A,,
Coquelicots,2008,,"One Christmas day. Three parallel lives. Three individuals in trouble. In one way or another, all of them have to face down their conscience and answer the real questions.",pt,https://image.tmdb.org/t/p/w500/pd4c2jYts0xdAENlV73x1JLrFwX.jpg,4,Philippe Blasband,,
Lezioni di volo,2007,"18, 35","A pair of teen friends – known as ""Chicken & Curry"" because they are virtually inseparable – fail their high school finals and try to cover it by claiming that Curry is in the midst of an identity crisis that can only be solved by a visit to his ancestral homeland, India. While the ruse works wonderfully on their parents, this impromptu journey of self-discovery takes an unexpected detour when Curry locates his biological sister and remains captivated by the country he first despised, and Chicken falls for an older doctor working for Médecins Sans Frontières.",it,https://image.tmdb.org/t/p/w500/5sEa73SodPrPfCVqkcXD2uv36Um.jpg,6.2,Francesca Archibugi,"Film Commission Torino Piemonte, Cattleya, Khussro Films, Babe Film, RAI Cinema",
The Assassin,2007,"53, 80","Assassin John Brown, a heroin-addicted, recent war veteran, is hired to take out a local nightclub owner. When Brown slips, he finds himself on the run from both police and the shadowy corporation that hired him.",en,N/A,5,Devin E. Haqq,,
Believe,2007,35,"Adam Pendon, a struggling laid-off steel mill worker, unwittingly rises to fame and fortune in the ranks of multi-level giant Believe Industries. Adam suddenly enters the mysterious and hilarious world of MLMs and the people who inhabit it.",en,N/A,2,Loki Mulholland,,
The Contestant,2007,"18, 35, 53",Martín's lucky hit when he wins the most lucrative prize in television history puts his life upside down.,es,https://image.tmdb.org/t/p/w500/qCkAaDWTwrkUDZUORKcTpuxUVYi.jpg,5.8,Rodrigo Cortés,"Continental Producciones, Nephilim Producciones, LAZONA",
Sunshine,2007,"18, 878, 53","Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",en,https://image.tmdb.org/t/p/w500/oKGGeJ8qvm0UmClz43VJ31fzPP7.jpg,7,Danny Boyle,"Ingenious Media, Moving Picture Company, UK Film Council, DNA Films",
Trick or Treaters,2007,16,Three robbers pilfer from the countryside until they are charmed by a young orphan girl.,de,https://image.tmdb.org/t/p/w500/i3cwdekWcYROnRBNrFGiZqtdZkU.jpg,6.8,Hayo Freitag,Animation X,
The Final Season,2007,18,"True story of Kent Stock, who in the early '90s gives up a job and ditches his wedding plans to take over as head coach of the Norway High School baseball team. Kent must win over his players and convince them and himself that he can fill their former coach's shoes and that they can go out winners. In the summer of 1991 Norway High's baseball tradition ended on a triumphant but sombre note.",en,https://image.tmdb.org/t/p/w500/ybJXbRlepM7D7bkHvwv8N4U51YZ.jpg,5.3,David Mickey Evans,,
Die Aufschneider,2007,35,,de,https://image.tmdb.org/t/p/w500/zCYO4z5qNN66iHz5A76eA9ErzlI.jpg,6.1,Carsten Strauch,"3L Filmproduktion, Razor Film Produktion",
Pirates of the Caribbean: At World's End,2007,"12, 14, 28","Will Turner and Elizabeth Swann join forces with the revived Captain Barbossa to free Jack Sparrow from Davy Jones' locker. The group must navigate dangerous waters, confront many foes and, ultimately, choose sides in a battle wherein piracy itself hangs in the balance.",en,https://image.tmdb.org/t/p/w500/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,7.3,Gore Verbinski,"Jerry Bruckheimer Films, Second Mate Productions, Walt Disney Pictures",
Catacombs,2007,"27, 53","A young woman in Paris goes to a party in the enormous labyrinth of limestone tunnels beneath Paris. When she becomes separated from her friends, she is convinced something is chasing her through the dark tunnels.",en,https://image.tmdb.org/t/p/w500/j3LWOKFoeKJDn2dHXoJoRWeakRu.jpg,4.544,Tomm Coker,"Catacombs Productions, Lionsgate, Twisted Pictures",
California Dreamin',2007,"18, 35","1999. Kosovo War. In a small Romanian village, the chief of the railway station, who also happens to be a local gangster, stops a NATO train transporting military equipment. Their arrival in this small village dramatically changes its landscape.",ro,https://image.tmdb.org/t/p/w500/tPvlAyp6ZKoHWyHF4jYzMANHjjO.jpg,6.7,Cristian Nemescu,"MediaPro Pictures, Temple Film",
The Living and the Dead,2007,"18, 14, 36, 27, 9648, 10752","In 1943, group of Croatian soldiers overtake a strategically important point in western Bosnia with a goal to destroy a group of communist partisans. On the way they met some supernatural phenomena, and the action itself went very badly because the partisans ambushed them. The main character Martin inherits silver cigarette case from a dying soldier. This act connects to the story in 1993 when we meet Martins grandson Tomo. He is one of six soldiers of the Croatian army who have come to the same place in Bosnia to meet the same phenomena and similar fate.",hr,https://image.tmdb.org/t/p/w500/u1Jp94CmXz4rgg9aO8es0lkUEAy.jpg,5.7,Kristijan Milić,"Ultimativne Medijske Atrakcije, Mainframe Productions, Olimp Produkcija, Porta Produkcija",
La Vie en Rose,2007,"10402, 18","From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Edith Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee, who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th century.",fr,https://image.tmdb.org/t/p/w500/pmKVYXBb57iQ9cKXuYF1GCWxBip.jpg,7.4,Olivier Dahan,"TF1 International, Légende Films, Okko Production, Songbird Pictures, TF1 Films Production",
The All Together,2007,35,"With a house to sell and no time to be there in person, overworked TV producer Chris Ashworth is forced to leave his incompetent flatmate Bob to show real estate agents around the property. Knowing that Bob is not the most attentive flatmate, Chris tells him to show anyone that calls inside. When Chris finally returns home he finds that Bob has taken him at his word, literally. With four estate agents, some Jehovah's Witnesses, an incontinent American, a corpse and two armed gangsters, Chris's world may look like its falling in, but there's worse to come.",en,https://image.tmdb.org/t/p/w500/bHy1Db0VLUXMOm50BTsciA5rzw4.jpg,5.1,Gavin Claxton,"Head Gear Films, Metrol Technology, Priority Pictures",
Loaded,2007,"28, 80, 53","Jason Boyer is a loose-cannon special agent brought in by a narcotics task force to bring down De La Cruz crime family lieutenant Bobby Leoni. A rising star in the criminal underworld, Leoni excels at drug trafficking, a skill offset only by his weakness for the fairer sex, most notably the trophy wife of his crime lord boss,",en,N/A,5.6,Ryan Parrott,Bulletproof Productions,
1408,2007,"27, 9648","A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",en,https://image.tmdb.org/t/p/w500/yE9MCW7ZNxSw5SC1TMqm51pMBIV.jpg,6.7,Mikael Håfström,"Dimension Films, di Bonaventura Pictures, The Weinstein Company, Metro-Goldwyn-Mayer",
Dennis P.,2007,35,"Comedy inspired by the true story of Dennis P, who became Holland's biggest diamond thief, when he walked away with the entire 20 million euros stock of an international diamond trader, using a microwave oven as a swagbag.",nl,https://image.tmdb.org/t/p/w500/c7Zc7zu7xAX1FxxcScLHnBydNnf.jpg,6.2,Pieter Kuijpers,,
Zone libre,2007,18,"In 1942, the southern part of France is not yet occupied by the Nazis, but administrated by the collaborating French government in Vichy. A Parisian Jewish family flees to this ""Free Zone"" in Charente, where an old farmer gives them shelter. But when the Germans invade the Free Zone, their lives are at stake again.",fr,https://image.tmdb.org/t/p/w500/wSYquuM3FBNtBAr82t2MFKTATm2.jpg,6,Christophe Malavoy,TFM Distribution,
Brothers Three: An American Gothic,2007,18,"Three brothers reunite at a remote cabin in the woods, when beckoned by their father. The brothers are left to deal with the dark secrets and demons that have haunted them their whole lives. The resulting truths they must face, end in an explosive tragedy.",en,https://image.tmdb.org/t/p/w500/3v8v3w6jAVEYSPPgeKYm5Nx3AVk.jpg,3.3,Paul Kampf,"Wardenclyffe Entertainment, LastLine Endeavors, American Gothic LLC",
The List,2007,"35, 10749","Ever been dumped? In front of 20,000 people at a stadium, on live television!? LEWIS BOND, a dashing young executive, decides to get serious after this experience and creates a list (litmus test) that the right woman should match, to avoid another humiliation. However, when he thinks he has found her, she turns out to be not as perfect as he thought, leaving the risk averse Lewis to choose between what his head or heart tells him.",en,https://image.tmdb.org/t/p/w500/95LmmMMXKEmTvPEuoS7UzDafIq.jpg,3.5,Brandon Sonnier,,
Loveless in Los Angeles,2007,"35, 10749","When a womanizing, reality dating TV producer runs into his college crush, he realizes his bar-hopping, bed-hopping ways are leaving him unfulfilled so he has the only woman he ever had feelings for re-train him to become the nice guy he once was.",en,https://image.tmdb.org/t/p/w500/fZ52QEc2eB342iamFLEA32qCKnm.jpg,4.2,Archie Gips,,
Sweetzer,2007,35,"Dumped by a vindictive girlfriend (Jen Dede), broke and in need of therapy, Cooper (Wayne Reynolds) joins a support group for sex addicts. With the help of Mitch (Bryan Callen), a group member with a dark secret, and obscure celebrity Sergio (Jorge Garcia), Cooper tries to pick up the pieces. With a little luck, he may even get another chance at love. Reynolds wrote and directed this comic drama, based on his one-man play.",en,N/A,0,Wayne Reynolds,Wildcat Entertainment,
Vísperas,2007,,"Life is a long way to adapt to fear. Monica, 33, recently separated, waits for the result of a medical examination, but has no courage to break the news to her self-centered relatives.",es,https://image.tmdb.org/t/p/w500/8Upe13NImIYnSG2KQrWr1bDnypk.jpg,0,Daniela Goggi,,
Arizona Seaside,2007,35,"Comedy - Elena, a young factory worker from Kazakhstan with Nashville dreams, is duped by a wannabe pimp and oddball gangster. Through a comedy of errors she crosses paths with a sweet con man moonlighting as a Robin Hood for stray animals. -  Roy Werner, Kim Delgado, Sanjay",en,https://image.tmdb.org/t/p/w500/cfbK1zu3NluwNmcPoIgPSoUN4N2.jpg,2,Jens Pilegaard,Rebel Zone Films,
Borderland,2007,"80, 27, 53","Three college students, Phil, Ed, and Henry take a road trip into Mexico for a week of drinking and carefree fun only to have Phil find himself a captive of a group of satanic Mexican drug smugglers who kill tourists and whom are looking for a group of new ones to prepare for a sacrifice.",en,https://image.tmdb.org/t/p/w500/27DKHSvO9rF17cr7qRuGIYNZvSy.jpg,5.423,Zev Berman,"EFO Films, Tau Productions, Worldwide Media Group, Tonic Films, Freedom Films",
Bruno,2007,35,Bruno is the story of an asthmatic misanthropic bicycle enthusiast named Derek and his sensitive all-American sitcom-loving cousin Bruno.,en,https://image.tmdb.org/t/p/w500/365ru8wL8nZ1mR9O5dhRTOtGyfC.jpg,0,Sam Goetz,,
Gone Baby Gone,2007,"80, 18, 9648","When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.",en,https://image.tmdb.org/t/p/w500/rm3Dl8DWYGO3UQ3w2kju62L9rkn.jpg,7.3,Ben Affleck,"Miramax, The Ladd Company",
Good Luck Chuck,2007,"35, 10749","Cursed since childhood, dentist Charlie Logan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",en,https://image.tmdb.org/t/p/w500/b2VgUoXR9iAtAf8nA0mvdTr7cOt.jpg,5.9,Mark Helfrich,"Milestone Entertainment, Lionsgate, Karz Entertainment, Alberta Film Development Program of the Alberta Government, Chuck Productions",
The Home Song Stories,2007,18,"Tom, now in his 40s, begins to write the memoirs of his 1960s childhood, as the little boy whose mother Rose was a glamorous Shanghai nightclub singer. When Rose meets Aussie sailor Bill, they are quickly married, and she packs up Tom and his older sister May to head for Melbourne. The marriage just as quickly breaks up and Rose moves with the kids to Sydney. After a succession of male friends and little success, in 1971 Rose moves back to Melbourne, in an uncomfortable arrangement living again with Bill – and his mother. With Bill called away to sea, Rose takes up with young Chinese cook Joe, but despair and conflicts over May's relationship with Joe tear the family further apart. Little Tom is deeply hurt, but May's ongoing conflict with her mother takes a respite when Rose tells her daughter about her traumatic teenage years.",en,https://image.tmdb.org/t/p/w500/3JhLfH06jQgbWPlUNXuP9OZLvxN.jpg,6.1,Tony Ayres,"Spark Script Workshop, Film Victoria, MediaCorp Raintree Pictures, SBS Independent, Fortissimo Films, Big & Little Films Pty. Ltd., Porchlight Films, ScreenWest, Lotterywest, Australian Film Board, New South Wales Film & Television Office, Australian Film Finance Corporation",
Lucky Miles,2007,"18, 35","It's 1990 and an Indonesian fishing boat abandons Iraqi and Cambodian refugees in a remote part of the Western Australia. Although most are quickly caught by officials, three men with nothing in common but their misfortune and determination to escape arrest, begin an epic journey into the heart of Australia.",en,https://image.tmdb.org/t/p/w500/hBwPTl8ZcXGzZ5k4IT21QDNffud.jpg,5.6,Michael James Rowland,,
Outlanders,2007,"53, 18, 80, 10749","After his father's death, Adam hitchhikes to London from his hometown in Poland to find his older brother...",en,https://image.tmdb.org/t/p/w500/twVFwMLE2cbTp8bqZm92LmyX22P.jpg,4.2,Dominic Lees,Sterling Pictures,
Vacancy,2007,"27, 53","A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",en,https://image.tmdb.org/t/p/w500/1DdfXaXzi1sJysZ800GOUAwlLR4.jpg,6.256,Nimród Antal,"Screen Gems, Hal Lieberman Company",
Mr. Bean's Holiday,2007,"10751, 35","Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",en,https://image.tmdb.org/t/p/w500/bSSx9Sq6irWwN9NTQmoT9KE8kXn.jpg,6.4,Steve Bendelack,"Tiger Aspect, Working Title Films",
Dustclouds,2007,18,"""Dustclouds"" is an epic fever-dream, chronicling a long night's journey into day. As his wedding carriage rides beneath a starlit night, Getz vows to enjoy the fruits of his labor. Having worked his whole life, he has finally married. Yet as he lies in his bride's embrace, Getz already starts to question his happiness. Deep within, he yearns for ""the perfect,"" which puts strain on his marriage. As the night progresses, inner turmoil unravels the fabric of Getz's being. Years begin to pass like seconds. Time, identity and purpose become unstuck. And a great sadness is borne into his life. Getz longs for answers, but is terrified by what he could lose in his search for truth? What follows is a quest deep into his heart of darkness.",en,N/A,0,Filip Jan Rymsza,,
The Mini,2007,35,"Fran Molon is a down-on-his-luck futon salesman struggling to get by in a store where the only money is in mattresses. When his annoying co-worker suggests that the winner of the local mini marathon get the coveted assistant manager position Fran quickly agrees. Realizing that winning the race may be his only chance for success Fran trains everywhere, from interstates to flea markets to prepare. But does Fran have what it takes to beat his nasty co-worker in this winner-take-all-mattresses race to glory?",en,N/A,0,N/A,,
Natasha,2007,"18, 53",A young Russian foreign exchange student arrives at the home of the vicar of a very proper english village whose residents are more than scandalised when her secret colorful past is suddenly revealed.,en,https://image.tmdb.org/t/p/w500/pDPPPvl9aAc103vfgd8u8uoFqE4.jpg,5,Jag Mundhra,"73140323 Producciones Cinematográficas, Raj Film Productions",
Piccadilly Cowboy,2007,"35, 10749","Piccadilly Cowboy is about a Montana Cowboy, named Carson Wells. Carson is unmarried and living abroad in London. A fish out of water, Carson works for a high power beef company, and is dating a beautiful, British girl named Lucy. Everything seems to be going well for him in the Big Smoke. When he decides to settle for their relationship and ask Lucy's grandfather, Mr. Armstrong, for her hand in marriage, the reply is that he must first find a husband for her older sister, Gemma. Whilst finding her a potential mate, his life changes forever as he discovers true love and resolves issues in his own personal life.",en,N/A,0,N/A,,
Snow Angels,2007,"18, 10749","Waitress Annie has separated from her suicidal alcoholic husband, Glenn. Glenn has become an evangelical Christian, but his erratic attempts at getting back into Annie's life have alarmed her. High school student Arthur works at Annie's restaurant, growing closer to a new kid in town, Lila, after class. When Glenn and Annie's daughter go missing, the whole town searches for her, as he increasingly spirals out of control.",en,https://image.tmdb.org/t/p/w500/hKtht1ezc31mH1cBIHoDPmScnk9.jpg,6.4,David Gordon Green,Crossroads Films,
TMNT,2007,"12, 16, 35, 10751","After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",en,https://image.tmdb.org/t/p/w500/6ZCWn7BGpDLBDigtdiuGyBdEqab.jpg,6.1,Kevin Munroe,"Imagi Animation Studios, Mirage Studios",
The Aerial,2007,"878, 18","An entire city has lost its voice. Mr. TV, the owner of the city's only television channel, is carrying out a sinister plan to control all of the city's inhabitants.",es,https://image.tmdb.org/t/p/w500/zWTZU8rojSDNDpB4xMouQ6NKFHA.jpg,7.1,Esteban Sapir,"LadobleA, Cine Argentino",
Next Step,2007,"18, 10402",,da,https://image.tmdb.org/t/p/w500/f84QdLmk5kPImQBpXh5l6VIvSQR.jpg,3.5,Morten Nørgaard,Ursa Major Productions,
Toni Goldwascher,2007,"10751, 12","The 12-year-old Toni, known as ""Toni Goldwascher"", is an outsider. He lives with his mother Maria in a disreputable house outside the community by the river. The son of a large farmer, Hans Beil, harasses him because he is after Gold Bay. Herbert, the mute Elfie and the chaplain are on his side, but when Toni actually finds gold, the situation comes to a head.",de,https://image.tmdb.org/t/p/w500/45WtgUmsGh5sQaumKPXA0GXzC1U.jpg,5,Norbert Lechner,"Kevin Lee Filmgesellschaft, ARD",
Strip Mind,2007,"9648, 53",You've got mail! Every time young college student Sam hears the sound of her email box a nightmare begins.,de,N/A,0,Frank Geiger,,
Taking 5,2007,"35, 10751","Just when BFFs Gabby and Devon have a chance to get the hottest band to perform a free concert at Highland High, their plan goes up in smoke... literally. Desperate not to be labeled losers for life they resort to plan B: kidnap the band! Now it's limos, hot jams and a shot at love with 5 Leo Rise (played by pop smash, The Click Five). But when the girls discover a secret about the band things hit a sour note. Will 5 Leo Rise to the occasion and play at their homecoming or will Gabby and Devon be stuck in social Siberia forever?",en,https://image.tmdb.org/t/p/w500/fNd2bGbhkaDyEE1LFsT1iUW88vO.jpg,6.1,Andrew Waller,,
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,"35, 16","An action epic that explores the origins of the Aqua Teen Hunger Force (better known as Master Shake, Frylock, and Meatwad,) who somehow become pitted in a battle over an immortal piece of exercise equipment.",en,https://image.tmdb.org/t/p/w500/q3Ln4x4rv4nJsBBfukjvH2wiU28.jpg,6.492,Matt Maiellaro,"Adult Swim, Williams Street, First Look Pictures",
Beowulf: Prince of the Geats,2007,12,An adventurer travels to Denmark to fight an unstoppable creature before becoming king of a viking nation.,en,N/A,5,Scott Wegener,"David Garrison Productions, GTO",
Construcción de una ciudad,2008,"99, 35","The story of the rebirth of Federación, Argentina that in 1974 was flooded by the waters of the Uruguay River and subsequently destroyed by the government to be relocated and rebuild, told by its characters.",es,https://image.tmdb.org/t/p/w500/oWippcG1ntczfqMS7VGKpo3T5Wp.jpg,6,Néstor Frenkel,"Inca, Intercosmos, Vamosviendo Cine",
Heart of an Empire,2007,99,"A very visible, but misunderstood group dressed as Star Wars Stormtroopers do charity work worldwide. The story comes full circle when the amputee founder's own daughter is diagnosed with cancer and this surrogate family he created comes to his aid. We follow their public and private worlds in this documentary.",en,https://image.tmdb.org/t/p/w500/y7bctZBSVx9vwmZe91IoSm62sFR.jpg,0,N/A,,
Dead Silence,2007,27,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",en,https://image.tmdb.org/t/p/w500/9CR1G9kVycsbYfnDO40JClrYEWr.jpg,6.431,James Wan,"Evolution Entertainment, Universal Pictures, Twisted Pictures",
The Hunting Party,2007,"28, 12, 53, 18","A young journalist, an experienced cameraman and a discredited reporter find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad.",en,https://image.tmdb.org/t/p/w500/ujBOMuVWKGwk9z9RjxV21ttKYBz.jpg,6.513,Richard Shepard,Intermedia,
Then She Found Me,2007,"35, 18, 10749","A New York schoolteacher hits a midlife crisis when, in quick succession, her husband leaves, her adoptive mother dies and her biological mother, an eccentric talk show host, materializes and turns her life upside down as she begins a courtship with the father of one of her students.",en,https://image.tmdb.org/t/p/w500/jNOK8vyX1mzSV6ewBTE1UR6NlOA.jpg,5.545,Helen Hunt,Killer Films,
Black Irish,2007,18,"In South Boston, where Irish roots run deep and Catholic tradition reigns, two brothers face similar hardships but lead far different lives. While older brother Terry descends into drugs and crime, 16-year-old Cole vies to make the state baseball championships - but must struggle to withstand his brother's destructive influence.",en,https://image.tmdb.org/t/p/w500/5rh71Tj4Nnd85JjUrEd6BsaJJdJ.jpg,6.667,Brad Gann,"Purple Princess Productions, IPW Productions, Creanspeak, Moody Independent",
The Bracelet of Bordeaux,2007,"14, 878, 10751","Someone is dognapping the canine citizens of Chem City, Texas! Two pre-teen girls overcome danger and conspiracies as they set out to solve the crime and administer justice with the help of a magical bracelet. As the girls battle the Mob, a punk gang and a crooked cop they learn something about friendship, courage and hanging with the right crowd.",en,https://image.tmdb.org/t/p/w500/cCpwa87VUgns5vn98gcOA60ocXh.jpg,4.1,Casey Kelly,,
The Hitcher,2007,"80, 27, 53","While driving through the New Mexico Desert during a rainy night, college students Jim Halsey and his girlfriend Grace Andrews give a ride to a hitchhiker. While in their car, the stranger proves to be a psychopath threatening the young couple with a knife, but Jim successfully throws him out of the car. This sets off a chain of events that will change all of their lives forever.",en,https://image.tmdb.org/t/p/w500/aWWrTkEk3seGKK8c725jNDx9AEh.jpg,5.9,Dave Meyers,"Intrepid Pictures, Platinum Dunes, Focus Features, Rogue Pictures",
ShowBusiness: The Road to Broadway,2007,99,"ShowBusiness: The Road to Broadway is an American documentary film, directed by Dori Berinstein, a Broadway Producer, Writer and Filmmaker.  Berinstein filmed each principal musical on Broadway for her project during the 2003-2004 season, for about 600 hours of initial film footage. She focused the film on four musicals, through the difficulties of pre-production, their openings, attendant publicity around the shows, and their reviews, through the 2004 Tony Award competition. The four musicals documented for the film were: Wicked, Taboo, Caroline or Change, Avenue Q.",en,https://image.tmdb.org/t/p/w500/d3swnaKleIjG2ZLQtb3DmAL3lkR.jpg,7,Dori Berinstein,"Dramatic Forces, Liberation Entertainment",
Chaotic Ana,2007,"35, 18","Ana, a teenager artist, is raised in Ibiza by her German father Klaus in a naturalist lifestyle. She meets Justine, who invites her to move to Madrid and get an artistic education and financial support. Ana befriends Linda, meets the problematic Said, a Saharawi youngster, and later she is hypnotized by Anglo, who opens a door to her memories and past lives.",es,https://image.tmdb.org/t/p/w500/9QVTwjmWVOHaBgHMeJG8s3h8xDd.jpg,6,Julio Medem,"Alicia Produce, Sogecine",
"My Daughter, My Angel",2007,80,"Nathalie Dagenais is a 19 year old girl studying to be a lawyer. New to the city of Montreal, she will soon discover the world of porn. One day, her father (Michel Côté) comes across her picture on the Internet and wants to find her and before she makes what he thinks is a mistake. The story goes from past to present, when a police officer investigates the death of Max, a man who Nathalie knew.",fr,https://image.tmdb.org/t/p/w500/qJvlhFcK6JQaid25t1s2FC4GI0z.jpg,5.9,Alexis Durand-Brault,Forum Films,
Baby,2008,"80, 18, 53","A tragic tale of an Asian youth's gang life in South East Los Angeles, set during the mid 80's to the early 90s.",en,https://image.tmdb.org/t/p/w500/17pUXm4NJdD4V1wFz9ucohqohHf.jpg,5,Juwan Chung,Affiliated Entertainment,
Dead Heist,2007,"28, 12, 27","Four friends plan the perfect small town bank heist, but choose the wrong night. Their plans go horribly wrong when vampiric zombies attack the town and trap them in the bank. Can they escape with the money and their lives?",en,https://image.tmdb.org/t/p/w500/ts3Cu8LCeC3HR1jrr22OMOwYZNJ.jpg,4.3,Bo Webb,Voltage Pictures,
Mr. Magorium's Wonder Emporium,2007,"10751, 14, 35","Molly Mahoney is the awkward and insecure manager of Mr. Magorium's Wonder Emporium—the strangest, most fantastic and most wonderful toy store in the world. After Mr. Magorium bequeaths the store to her, a dark and ominous change begins to take over the once-remarkable Emporium.",en,https://image.tmdb.org/t/p/w500/rdFgWATSVhhFtNYZUFsGcHzltcG.jpg,6.2,Zach Helm,"Ontario Media Development Corporation, Mandate Pictures, Walden Media, FilmColony, Gang of Two Productions, Mandate International, 20th Century Fox",
Perfect Stranger,2007,"53, 80, 9648","A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",en,https://image.tmdb.org/t/p/w500/i7D5QqQ0q5EXU1UuZVY9KwIxoYR.jpg,5.8,James Foley,"Columbia Pictures, Revolution Studios",
Traci Townsend,2007,35,"A beautiful and successful journalist, interviews her three previous boyfriends, to find out why they never proposed. Each distinctly different interview, comically teaches Traci more about herself than she would care to know.",en,https://image.tmdb.org/t/p/w500/rryoZ2DSrLHw3U4dIppK90EQ7IZ.jpg,4,Craig Ross Jr.,Traci Townsend LLC,
Paruthiveeran,2007,"18, 10749, 28","A village tough finally succumbs to the unconditional love of his angelic cousin, but his romance faces insurmountable challenges, including family opposition and his own delinquent personality.",ta,https://image.tmdb.org/t/p/w500/otDs2Cfi2MPZ5DmsH7QaN8clEpR.jpg,6.9,Ameer,Studio Green,
Theresa: The Body of Christ,2007,18,"In the 16th century, the daughter of a Spanish nobleman joins a convent and becomes a spiritual leader.",es,https://image.tmdb.org/t/p/w500/z7nMnJLP8oO4edyJEHmJRXTLWXU.jpg,4.1,Ray Loriga,"Artédis, Future Film Production, Lolafilms",
